채용공고명,포지션 상세,주요 업무,자격 요건,우대사항,혜택 및 복지,채용 전형,태그,마감일,면접리뷰,회사위치,회사명
채용담당자,"다비오는 인공위성 이미지를 활용해서 다양한 Geo-Data를 자동으로 생성하는 기술, 그리고 다양한 웹/앱 기반 기술들을 연구하고 개발하고 있습니다. LG, KT, 현대, 롯데, 신세계 등 주요 국내외 대기업 대상으로 솔루션 제공 및 연구 협업을 진행하고 있습니다.

다비오의 기술은 우주/항공, 농업, 금융, 유통 영역 등 광범위한 영역에서 활용도가 매우 높아 성장 단계별로 꾸준히 투자 유치를 하였습니다. 현재 Series B 라운드 투자까지 완료 하였습니다. 지금은 국내외 오피스에서 55명이 넘는 팀원과 함께 안정성 있는 회사로 성장하였습니다.","채용프로세스 Full-cycle 운영
직군별 인재 파이프라인 및 네트워크 구축
Direct Sourcing을 통해 채용 속도 및 퀄리티 향상
채용 브랜드 강화 전략 수립/실행
채용 프로세스 전반 관리 및 개선","채용프로세스 Full-cycle 운영
직군별 인재 파이프라인 및 네트워크 구축
Direct Sourcing을 통해 채용 속도 및 퀄리티 향상
채용 브랜드 강화 전략 수립/실행
채용 프로세스 전반 관리 및 개선",,,,"리프레시휴가, 식대지원, 51~300명, 유망산업, AI 선도 기업, 건강검진지원, 연봉상위11~20%, 인원 급성장, 설립10년이상, 누적투자100억이상",상시채용,세심한 스타일,서울 마포구,다비오(Dabeeo)
인사 전략 담당자,"“즐거운 미식생활의 시작, 캐치테이블”

캐치테이블은 많은 사람들이 간편하고 즐거운 미식생활을 누릴 수 있도록 외식업 전문 통합 플랫폼 ‘캐치테이블’을 운영하며 ‘외식 시장의 전 여정’을 디지털화 하는데 앞장서고 있습니다.

국내 레스토랑 예약시장 1위뿐 아니라, 2022년 12월 실시간 대기 서비스 ‘캐치테이블 웨이팅’ 오픈, 2023년 2월과 3월에는 외식업 전용 매장관리 솔루션 ‘캐치테이블 포스’와 ‘캐치테이블 픽업’서비스를 차례로 선보이며 외식업계 전반을 아우르는 외식업 전문 통합 솔루션으로 자리매김하며 성장하고 있습니다.

캐치테이블은 2018년 B2B 매장용 솔루션 론칭으로 시작했습니다. 이후 수년 간의 노하우를 바탕으로 지금의 캐치테이블 B2C 예약앱이 탄생하며 점주와 고객 모두에게 도움이 되는 서비스로 자리잡았습니다. 이후 도전을 멈추지 않고 외식업계의 전 여정을 함께하기 위해 혁신을 이어가고 있습니다.

외식 시장의 모든 것을 캐치테이블 브랜드 하나로 해결할 수 있는 세상,
외식업 통합 플랫폼 생태계를 향해 나아가는 캐치테이블의 앞으로의 여정에 지금 바로 합류하세요.","＜인사전략 수립 및 구현＞
• 회사의 성장 단계에 맞춘 유연한 인사전략 개발
• 빠르게 변화하는 비즈니스 요구에 대응하는 인재 확보 및 유지 전략 수립
• 핵심 인재의 성장과 조직 내 성과 극대화를 위한 HR 프로그램 기획 및 실행

＜조직 문화 구축 및 강화＞
• 창의적이고 협업적인 스타트업 문화를 형성하기 위한 프로그램 개발
• 직원 참여와 몰입을 높이기 위한 문화 이벤트 및 워크샵 기획
• 직원 피드백을 통해 문화와 프로세스 지속 개선

＜조직 설계 및 변화 관리＞
• 성장 단계에 맞춘 조직 구조 설계 및 최적화
• 변화 관리 전략 수립 및 실행을 통해 조직의 민첩성 유지
• 팀 간 시너지 극대화를 위한 협업 구조 설계

＜HR 데이터 분석 및 인사이트 제공＞
• HR 데이터 분석을 통한 전략적 의사결정 지원
• 직원 만족도 조사 및 결과 분석, 개선 방안 제시
• 채용, 성과, 이직률 등 주요 HR 지표 관리","＜인사전략 수립 및 구현＞
• 회사의 성장 단계에 맞춘 유연한 인사전략 개발
• 빠르게 변화하는 비즈니스 요구에 대응하는 인재 확보 및 유지 전략 수립
• 핵심 인재의 성장과 조직 내 성과 극대화를 위한 HR 프로그램 기획 및 실행

＜조직 문화 구축 및 강화＞
• 창의적이고 협업적인 스타트업 문화를 형성하기 위한 프로그램 개발
• 직원 참여와 몰입을 높이기 위한 문화 이벤트 및 워크샵 기획
• 직원 피드백을 통해 문화와 프로세스 지속 개선

＜조직 설계 및 변화 관리＞
• 성장 단계에 맞춘 조직 구조 설계 및 최적화
• 변화 관리 전략 수립 및 실행을 통해 조직의 민첩성 유지
• 팀 간 시너지 극대화를 위한 협업 구조 설계

＜HR 데이터 분석 및 인사이트 제공＞
• HR 데이터 분석을 통한 전략적 의사결정 지원
• 직원 만족도 조사 및 결과 분석, 개선 방안 제시
• 채용, 성과, 이직률 등 주요 HR 지표 관리",,,,"커피·스낵바, 휴가비, 자기계발지원, 건강검진지원, 연봉상위11~20%, 51~300명, 설립4~9년, 아시아·태평양 고성장, 누적투자100억이상, AI 선도 기업, 인원 급성장, 경기도 우수 중소기업",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",경기 성남시,와드(캐치테이블)
인사담당자,"폭풍 성장 중인 기업 기어세컨드에서 [인사 담당자]를 모집합니다.

GEAR2 는 게임의 메커니즘을 기반으로 즐거움을 위한 감정과 감각, 감동을 연구하며, 압도적인 재미를 가진 최고의 게임을 만드는 것을 지향합니다.
유저들이 좋아할 수 있는 게임의 룰.
유저들이 느끼는 즐거움의 코어.
시장을 주시하며 시장의 호흡, 시장이 원하는 것, 시장에서 살아남는 방법, 씬의 본질을 연구하고 종합적이고 깊은 인사이트를 쌓으며 게임을 만들었습니다.

GEAR2가 자체 제작, 퍼블리싱한 게임 ＜슬레이어 키우기＞는 구글 플레이 매출 17위까지 오르는 기염을 토하며 역대급 흥행에 성공하였고, 방치형 키우기 게임의 새로운 지평을 열었습니다.
이를 발판으로 한 단계 진화한 인사이트와 기술, 감각을 베이스로 새로운 도약을 계획하고 있습니다.

최고의 게임을 만들기 위해 분석하고, 도전하고, 성장하면서 또 한번 이 시장에서 압도적인 승리를 함께 해나갈 멋진 동료들을 찾고 있습니다.

GEAR2 에는 여전히 더 큰 가능성들이 열려 있습니다.
초기 코어 멤버로 합류해서 저희와 함께 더 큰 성장과 승리를 만들어갈 분을 찾고 있습니다!
모든 지원과 문의를 환영합니다. 감사합니다.","• 인사 업무 전반의 체계 정립 및 업무 효율화
• 채용 파이프라인 구축 및 관리
• 온오프라인 리크루팅 행사 기획
• 플랫폼 별 유입 데이터 관리 및 효율화 작업
• 성과/평가/보상 관리 및 Payroll 운영
• 조직문화 고도화 및 채용 브랜딩","• 인사 업무 전반의 체계 정립 및 업무 효율화
• 채용 파이프라인 구축 및 관리
• 온오프라인 리크루팅 행사 기획
• 플랫폼 별 유입 데이터 관리 및 효율화 작업
• 성과/평가/보상 관리 및 Payroll 운영
• 조직문화 고도화 및 채용 브랜딩",,,,"식대지원, 커피·스낵바, 50명이하, 복지포인트, 자기계발지원, AI 선도 기업, 설립3년이하, 참 괜찮은 중소기업, 인원 급성장",상시채용,,서울 마포구,기어세컨드
인사팀 인사기획(7년 이상) 담당자,"[회사소개]
[대한민국 디지털 미디어렙의 살아있는 역사]
메조미디어는 국내 최초의 디지털 미디어렙으로 디지털 미디어 판매 대행 및 통합 미디어 광고 서비스를 제공하고 있으며 자체 보유한 디지털 광고 솔루션 및 데이터 관리 플랫폼, 애드 네트워크 등 디지털 마케팅 전반에 걸친 전문화된 서비스를 제공하고 있는 대한민국 디지털 미디어렙의 살아있는 역사입니다.

[NO.1 CAMPAIGN KNOW-HOW]
오랜 경험 下 유통, 엔터테인먼트, IT, 식음료, 뷰티 등 다양한 업종에 대한 풍부한 캠페인 집행 경험을 보유하고 있어 노하우, 기술력, 전문인력을 기반으로 차별화된 디지털 마케팅 전문 서비스를 제공하고 있습니다.

[직무 소개]
인사기획 직무는 대내/외 사업 환경 변화 및 전략과 연계하여 HR 전략 과제를 도출하고 실행 방안을 수립합니다.
또한 HR 데이터를 기반으로 깊이 있는 분 下 이를 정의하고 HR 관점의 해결 방안을 고민하며 궁극적으로 비즈니스를 지원하는 역할을 수행하며 과제에 따라 현업과 협업을 리딩하는 역할을 수행합니다.
본 담당자는 팀내 파트장으로서 본인의 과제 리드 뿐만 아니라 후배 구성원들의 다양한 인사 업무를 일부 코칭하며, 인사팀의 전략적 목표 달성을 위한 중요한 역할을 해주실 분입니다.

메조미디어에서 인사기획 전문가로 성장하고 싶으신 분들의 많은 지원 바랍니다.","[HR 전략 수립, 인사 제도 기획]
• 장/단기 HR 전략 과제 도출 및 실행 리딩
• 인사 제도(보상/평가/성과관리/교육 전반) 기획 및 실행
• HR 데이터 분석 기반 지표 관리/인사이트 도출 및 보고서 작성 

[동종업계 HR 현황 분석 및 인사이트 도출]
• 업계 벤치마킹 사례 발굴 및 내부 적용 방안 구체화","[HR 전략 수립, 인사 제도 기획]
• 장/단기 HR 전략 과제 도출 및 실행 리딩
• 인사 제도(보상/평가/성과관리/교육 전반) 기획 및 실행
• HR 데이터 분석 기반 지표 관리/인사이트 도출 및 보고서 작성 

[동종업계 HR 현황 분석 및 인사이트 도출]
• 업계 벤치마킹 사례 발굴 및 내부 적용 방안 구체화",,,,"301~1,000명, 연봉상위2~5%, 사내동호회, 커피·스낵바, 의료비지원, 복지포인트, 어린이돌봄, 건강검진지원, 설립10년이상",상시채용,,서울 중구,메조미디어
Recruiting Manager (Operation팀),"우리는 인공지능 모델 최적화 기술을 기반으로 AI 보편화를 추구하는 기업, 노타입니다.

노타는 다양한 산업과 애플리케이션 전반에 걸쳐 AI 사용을 보편화하여 모든 사람에게 어디에서나 AI를 활용할 수 있는 것을 목표로 합니다.

노타의 핵심 제품은 인공지능 원천기술인 딥러닝 모델 경량화 기술을 기반으로 AI 모델 개발 프로세스를 자동화 하는 AI 최적화 플랫폼, 넷츠프레소(NetsPresso)입니다.
노타의 AI 최적화 기술은 지능형 교통 시스템 및 저전력 운전자 모니터링 시스템을 포함한 다양한 AI 솔루션을 제안합니다.

국내 스타트업으로는 최초로 삼성과 LG의 투자 유치 기록을 보유하고 있으며, 네이버 D2SF가 최초로 투자한 스타트업입니다.
노타는 세계 시장을 선도하는 NVIDIA, Intel, ARM 등과 같은 기업들과 강력한 파트너십을 구축하여 해외 AI 시장 진출에 박차를 가하고 있습니다.



[Operation 팀 People & Culture 파트를 소개합니다.]
노타의 구성원들이 공동의 목표를 향해 몰입할 수 있는 문화와 가치를 형성하는 역할을 합니다. 팀은 '입사 전부터 퇴사 후까지 인사업무를 중심으로, 매일 새로운 도전에 대한 해결책을 찾아내고 지속해서 개선 방향을 모색합니다. 채용부터 인사정책, 조직 경험까지, 노타크루의 몰입과 성장을 위한 전사 차원의 업무를 담당합니다. 어려운 전문 분야에 대해 외부인의 역할이 아니라, 내부에서 문제를 공유하고 해결 방법을 고민하는 러닝메이트 역할을 수행하여 효율적인 팀 협업을 지원합니다.

해당 포지션으로 합류하신다면 인하우스 채용 담당자로서 전반적인 채용 프로세스를 운영하고 인재 채용을 위한 분석 및 계획 수립을 담당합니다. 다양한 채널을 활용하여 직군별 적합한 인재를 발굴하며, 팀 내 조직문화 담당자와 협력하여 채용 브랜딩 강화 업무도 함께 수행할 수 있게 됩니다. 특히 인재 채용에 대해 더 장기적인 시각에서 전략적인 접근을 자연스레 경험할 수 있게 되며 미래의 비즈니스와 채용 니즈를 가까이에서 분석하고, 도울 수 있는 전략을 고민하고, 탤런트 파이프라인을 관리하는 등 영입에 대해 조금 더 복합적이고 선순환적 접근의 경험을 하게 됩니다.


[People & Culture 파트 리드의 메세지]
우리 파트는 노타의 추진력을 만드는 일을 합니다. 뛰어난 동료들과 함께할 수 있도록 만드는 일련의 과정을 설계하고 직접 선도합니다.

노타의 채용담당자가 되신다면, 인재 모집/선발/채용 전략 측면의 업무를 담당할 수 있어요. 특히 노타의 채용담당자는 각 파트와 유기적으로 업무를 하실 수 있는 분들을 선호합니다. 인사 업무에서 그치지 않고, 채용 시장이 돌아가는 상황을 파악하고, 현재 우리가 필요로 하는 인재가 어떤 인재인지 직접 담당자의 의견을 들어가며 적극적으로 논의하실 수 있는 분들이 지원해 주시면 좋겠어요. 기술 용어가 난무하는 이력서를 보면서도 내용을 파악하고, 인재 레벨을 가늠할 수 있는 경력이 있으신 Tech Recruiter 분들! 미리 감사합니다.","• 주요 채용 채널을 활용한 후보자 확보 및 인재 데이터 풀 관리
• 채용 프로세스 운영(인터뷰 스케줄링, 안내 등)
• 다이렉트 소싱을 통한 핵심 인재 채용
• 채용 설명회를 통한 채용 및 PR 진행
• 채용에 필요한 정보를 분석할 수 있는 틀을 만들고 인사이트를 도출하여 채용의 Quality를 높이는 업무
• 채용 퍼널 데이터 분석/개선점 도출과 실행","• 주요 채용 채널을 활용한 후보자 확보 및 인재 데이터 풀 관리
• 채용 프로세스 운영(인터뷰 스케줄링, 안내 등)
• 다이렉트 소싱을 통한 핵심 인재 채용
• 채용 설명회를 통한 채용 및 PR 진행
• 채용에 필요한 정보를 분석할 수 있는 틀을 만들고 인사이트를 도출하여 채용의 Quality를 높이는 업무
• 채용 퍼널 데이터 분석/개선점 도출과 실행",,,,"커피·스낵바, 유망산업, 51~300명, 설립4~9년, AI 선도 기업, 연봉상위11~20%, 인원 급성장, 건강검진지원, 누적투자100억이상, 재택근무, 유연근무",2024.10.31,"신속 간결한 스타일, 과정 중심 질문, 답변을 유도해 준 편, 캐주얼/편한 분위기",서울 강남구,노타(Nota)
HR 담당자,"스테이폴리오의 HR 담당자는 회사에 적합한 인재를 발굴하고 입사부터 퇴사까지 전반적인 업무를 담당하며 공정한 평가와 보상을 제공하는데 기여합니다. 또한 스테이폴리오의 성장 안에서 조직 문화 형성 및 구성원 간의 원활한 커뮤니케이션의 역할을 통해 구성원들의 성장을 위한 동기 부여의 업무도 담당하게 됩니다. 인사 제도 기획 및 운영, 성과 보상 체계를 마련하며 앞으로 스테이폴리오가 나아갈 방향을 함께 만들어 가고자 합니다. 스테이폴리오의 비전과 목표에 공감하고 유연한 사고와 높은 커뮤니케이션 능력을 지니신 분을 찾습니다.","•조직 역량 강화를 위한 채용 및 인사관리 업무를 담당합니다.
•급여 및 원천세 등 의 관리/신고 업무를 담당합니다.
•합리적인 평가/보상제도의 수립/관리 업무를 담당합니다.
•복리후생 및 조직문화 프로그램을 개선, 운영합니다
•근로계약서, 취업규칙 등 노무 업무를 담당합니다.
•일부 총무 업무를 담당합니다.","•조직 역량 강화를 위한 채용 및 인사관리 업무를 담당합니다.
•급여 및 원천세 등 의 관리/신고 업무를 담당합니다.
•합리적인 평가/보상제도의 수립/관리 업무를 담당합니다.
•복리후생 및 조직문화 프로그램을 개선, 운영합니다
•근로계약서, 취업규칙 등 노무 업무를 담당합니다.
•일부 총무 업무를 담당합니다.",,,,"50명이하, 설립4~9년, 누적투자100억이상, 건강검진지원, 커피·스낵바, 유연근무",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",서울 종로구,스테이폴리오
조직문화리드,"[BUILDING BRANDS, CREATING VALUE]

이그니스는 식품, 건강기능식품 그리고 뷰티까지 아우르는 멀티 브랜드사입니다.

이그니스는 2014년 기능성 대체식 랩노쉬를 시작으로 모든 브랜드를 카테고리를 리딩하는 메가브랜드로 육성시키고 있습니다.
2021년도 대비 2022년은 더블성장한 매출 500억원대 달성, 2023년의 경우 947억원 매출을 만들었습니다. 이제는 연 매출 1,000억원 이상 규모의 기업으로 성장해나갑니다.

이그니스가 지속적인 성장세를 이어올 수 있는 이유는 'INNOVATIVE BRAND DEVELOPER' 라는 원대한 비전이 있기 때문입니다.
비전을 달성하기 위해 저희는 기존의 방식에 안주하지 않고 새로운 아이디어와 전략을 제시하는 EVOLUTION 정신, 어떤 도전이든 포기하지 않고 최선을 다하는 GRIT 정신, 팀워크와 협업을 중요시하며, 함께 일하는 것으로 더 나은 결과를 달성할 수 있다고 믿는 SYNERGY를 중요시하고 있습니다.","이그니스 내 조직문화는 GA - 조직문화 - 교육을 아우르는 것을 지향합니다.  조직문화와 깊게 연결되어 있는 GA의 업무까지 커버하여 업무를 수행합니다. 

1. 기존 이그니스의 조직문화를 개선 및 구체화하고, 구성원의 공감과 실천까지 이끌어낼 수 있는 내재화 프로그램을 기획하고 실행
2. 조직 내 협업 증진을 위해 일하는 방식과 업무 TOOL 사용 원칙, 제도 등을 세팅
3. 신규입사자 온보딩부터 리더십 교육, 인사이트 특강 등 다양한 교육 기획 및 운영
4. 조직 진단 및 1on1 통해 조직 이슈(일하는 방식, 커뮤니케이션, 리더십 등)를 발굴하고, 이를 해결하기 위한 구체적 액션아이템 도출 및 실행
5. 조직활성화를 위한 프로그램/캠페인 기획 및 운영 (정기 타운홀미팅, 전사워크샵 등)
6. 중장기 조직 개발 로드맵을 수립하고 성장 단계별 필요한 변화관리 프로그램 기획","이그니스 내 조직문화는 GA - 조직문화 - 교육을 아우르는 것을 지향합니다.  조직문화와 깊게 연결되어 있는 GA의 업무까지 커버하여 업무를 수행합니다. 

1. 기존 이그니스의 조직문화를 개선 및 구체화하고, 구성원의 공감과 실천까지 이끌어낼 수 있는 내재화 프로그램을 기획하고 실행
2. 조직 내 협업 증진을 위해 일하는 방식과 업무 TOOL 사용 원칙, 제도 등을 세팅
3. 신규입사자 온보딩부터 리더십 교육, 인사이트 특강 등 다양한 교육 기획 및 운영
4. 조직 진단 및 1on1 통해 조직 이슈(일하는 방식, 커뮤니케이션, 리더십 등)를 발굴하고, 이를 해결하기 위한 구체적 액션아이템 도출 및 실행
5. 조직활성화를 위한 프로그램/캠페인 기획 및 운영 (정기 타운홀미팅, 전사워크샵 등)
6. 중장기 조직 개발 로드맵을 수립하고 성장 단계별 필요한 변화관리 프로그램 기획",,,,"식대지원, 장비지원, 휴가비, 커피·스낵바, 연봉상위11~20%, 51~300명, 설립4~9년, 일·가정 양립, 누적투자100억이상, 자기계발지원, 인원 급성장",상시채용,"빠른 속도감, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",서울 성동구,이그니스
People Ops,"자신있게 자랑할 수 있는 조직과 함께 성장할 People Ops 프로를 찾습니다.

해피문데이는 사람과 사람, 사람과 조직이 서로 배우고 성장하는 곳입니다.
• 전 세계에서 주목 받는 여성 건강, 펨테크 산업에서 월경을 중심으로 빠르게 성장
• 여성 건강을 향한 열정을 모아 대한민국 20대 4명 중 1명이 가입한 앱 서비스 ‘헤이문’ 개발/운영
• 축적과 돌파의 힘으로 2017년 7월 월경케어 브랜드 ‘해피문데이’ 출시 후 매출 규모 매해 꾸준히 성장
• 제품 & 서비스 사업 인하우스 인력 풀스택 보유: 다이내믹스와 협업을 통한 성장 기회 풍부
• 신뢰할 수 있는 동료들과 즐겁게 일하며 성공 경험을 쌓아가는 성취감


사람과 사람이 만나면 더욱 위대한 일을 할 수 있다는 믿음으로
너, 나, 우리의 성장을 촉진할 People Ops 전문가.

이런 설명이 어울리는 분을 모시고 싶어요.","• 채용, 성과, 평가, 보상, 제도, 운영, 교육에 걸친 HR 전반 모든 업무
• 직무숙련도 및 관리자 단계에 맞춘 구성원-조직 성장전략 기획/운영
• 1:1 미팅 등 구성원-조직 성장을 위한 대화 생산성 강화
• 구성원이 스스로 규율 있는 사고와 행동을 하며 성장의 진정한 즐거움을 느끼는 문화를 위한 프로그램 기획/운영
• CEO에게 직접 리포트 합니다.","• 채용, 성과, 평가, 보상, 제도, 운영, 교육에 걸친 HR 전반 모든 업무
• 직무숙련도 및 관리자 단계에 맞춘 구성원-조직 성장전략 기획/운영
• 1:1 미팅 등 구성원-조직 성장을 위한 대화 생산성 강화
• 구성원이 스스로 규율 있는 사고와 행동을 하며 성장의 진정한 즐거움을 느끼는 문화를 위한 프로그램 기획/운영
• CEO에게 직접 리포트 합니다.",,,,"50명이하, 설립4~9년, 누적투자100억이상, 재택근무",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",서울 성동구,해피문데이
[경영지원] 리크루터,"""LOADCOMPLETE"" 은 ""좋은 게임을 만들기 위한 사람, 아이디어, 기술을 가득 채웠으니, 일좀 내볼까?"" 라는 의미로
즐거운 모바일 콘텐츠를 만드는 글로벌 게임 전문 개발사 입니다.

우리는 ""So we make jolly good games""를 바탕으로 꾸준히 성장해 온 로드컴플릿은,
보편적이면서, 독특한 재미와 Look&Feel, 소통하는 모바일 게임을 통해 전세계 게이머들에게 즐거움을 선사하고 있습니다.

＃우리는 특별한 게임과 서비스를 만들며, 성장합니다.
＃우리는 통통 튀는 창의력을 바탕으로 더 기억되는 경험을 만들기 위해, 다양한 도전을 하고 있습니다.
＃아이디어를 현실로 바꿔줄 기술을 축적하고, 최신 기술이나 플랫폼의 기회에도 반응합니다.

이러한 원칙을 기반으로 일상의 반짝임을 더할 콘텐츠를 만드는 ""LOADCOMPLETE"" 여정에 함께해 주세요.


Ι 우리는 이렇게 일하고 있어요!
＃CREATIVE
전 세계 게이머에게 인정받을 수 있는 창의적인 경험을 추구합니다.

＃ CALIBARTED
게임의 핵심과 차별화 포인트를 일찍 그리고 더 자주 검증합니다.

＃COST EFFECTIVE
물량보단 창발적 콘텐츠를, 그리고 개발 과정에서의 효율성을 추구합니다.

Ι People & Culture팀을 소개해 드립니다!
People & Culture팀은 구성원 분들의 목표달성을 위한 환경과 문화를 담당하는 팀입니다. 구성원 한 분, 한 분이 업무에 몰입하고 집중할 수 있도록 일하는 방식과 프로세스에 대한 탐색부터, 성과를 효율 & 효과적으로 마음껏 창출할 수 있는 기업문화에 대한 지원까지 전반적인 업무를 담당하고 있습니다. 단순한 행정 처리를 위한 지원 조직이 아니라 사람, 제품, 프로세스까지 꼼꼼하게 살피고 있으니, Business Partner로서의 HR/GA 매니저가 되고 싶으시다면 주저하지 말고 지원해 주세요!","합류 후 함께하실 업무에 대해서 소개해 드릴게요.

- 채용 전체 프로세스를 운영하고 개선합니다.
- 다이렉트 소싱을 통한 우수인재를 발굴하고 영입합니다.
- 채용 브랜딩 등 인재 영입을 위한 전반적인 실무 업무를 수행합니다.
- 채용 목표 달성을 위한 인재 영입 전략을 수립합니다.","합류 후 함께하실 업무에 대해서 소개해 드릴게요.

- 채용 전체 프로세스를 운영하고 개선합니다.
- 다이렉트 소싱을 통한 우수인재를 발굴하고 영입합니다.
- 채용 브랜딩 등 인재 영입을 위한 전반적인 실무 업무를 수행합니다.
- 채용 목표 달성을 위한 인재 영입 전략을 수립합니다.",,,,"건강검진지원, 자기계발지원, 커피·스낵바, 유급휴가, 연봉상위11~20%, 51~300명, 식대지원, 보너스, 복지포인트, AI 선도 기업, 설립10년이상, 누적투자100억이상, 경기도 우수 중소기업",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",경기 성남시,로드컴플릿(LoadComplete)
채용담당자,"[Our mission]

넥스트챕터는 2021년 설립되어 누적 275억원의 투자 유치를 통해 약 10개 이상의 브랜드를 인수 및 운영하며, 매년 폭발적인 성장을 이어가고 있는 국내 최초의 브랜드 애그리게이터입니다.

우리는 ‘좋은 제품을 위대한 브랜드로(Good Products to Great Brands)’라는 Mission을 기반으로, 뛰어난 제품력을 갖췄음에도, 유통, 마케팅, 자금 조달 등의 문제로 그 잠재력을 충분히 발휘하지 못하는 브랜드를 발굴하고 인수합니다. 이를 통해 좋은 제품이 더 많은 소비자에게 알려지는 세상을 만들어갑니다.

넥스트챕터는 P&G, 유니레버, 로레알을 뛰어넘는, 다음 세대의 글로벌 소비재 브랜드 회사(Next-generation Global Consumer Brand Company)를 만든다는 Vision을 갖고 있습니다. 이를 위해 우리는 다음과 같은 회사가 되고자 합니다.
1) AI 기술과 데이터를 가장 잘 활용하는 브랜드 회사
2) 쿠팡/네이버를 비롯한 주요 마켓플레이스 상에서의 압도적인 장악력을 기반으로 내셔널 소비재 브랜드를 키워내는 회사
3) 한국의 뛰어난 브랜드들을 글로벌 시장에 진출시키는 회사
4) 브랜드 인수를 통해 더 안정적이고 빠른 성장을 반복적으로 이루어내는 회사

넥스트챕터는 BlueRun Ventures/BRV Capital Management, Goodwater Capital, 끌림벤처스, 패스트벤처스, 샌드박스네트워크, 김상헌 네이버 전 대표님을 비롯한 국내외 유수의 VC 및 엔젤 투자자로부터 약 75억원 규모의 Seed 투자를 유치하였으며, 2022년 8월 BRV Capital Management, 끌림벤처스로부터 200억 규모의 시리즈 A 투자 유치를 완료한 바 있습니다.

창립 만 3년이 안된 2024년 1월 현재, 넥스트챕터는 약 60명에 가까운 최고의 인재들이 모여 “Good Products to Great Brands”를 위해 밤낮없이 달리고 있습니다. 우리는 최고의 팀을 만들기 위해, 인재 채용에 있어 절대로 타협하지 않습니다. 최고의 팀과 함께 빠르게 성장할 미래의 넥스터 분들을 모십니다.



[More about this job]

넥스트챕터는 ‘최고의 복지는 좋은 동료’라는 믿음 하에 업계 최고의 인재분들로 구성된 팀을 만들어 나가고 있습니다. Talent Acquisition Manager는 넥스트챕터의 높은 인재밀도와 기업문화를 유지하면서도 회사의 빠른 성장에 발맞춘 공격적 채용 활동을 담당하는 매우 중요한 포지션입니다.

넥스트챕터의 성장 계획에 따라 채용이 적시에 이루어질 수 있도록 다양한 채용 채널을 운영하고 또 신규 발굴할 뿐만 아니라 직군별 인재 파이프라인 및 네트워크를 구축합니다. 또한 넥스트챕터의 에반젤리스트(Evangelist)로서 넥스트챕터의 비전, 핵심 가치 등을 알리는 등 Employer Branding 활동을 기획하고 참여합니다. 채용 과정 전반의 경험을 관리하여, 지원자분들이 넥스트챕터에 갖는 ‘첫 인상’을 최고 수준으로 유지합니다.","• 직군별 인재 파이프라인 및 네트워크를 구축합니다.
• 다양한 채용 채널을 관리하고 및 새로운 채널을 발굴합니다.
• 우수 인재에 대한 다이렉트 소싱을 통해 채용 속도와 질을 높입니다.
• 지원자에게 좋은 경험을 제공할 수 있도록 채용 프로세스 전반을 관리하고 개선합니다.
• Employer Branding 활동을 기획 및 운영합니다.
• 신규 입사자 온보딩 프로그램을 기획 및 운영합니다.","• 직군별 인재 파이프라인 및 네트워크를 구축합니다.
• 다양한 채용 채널을 관리하고 및 새로운 채널을 발굴합니다.
• 우수 인재에 대한 다이렉트 소싱을 통해 채용 속도와 질을 높입니다.
• 지원자에게 좋은 경험을 제공할 수 있도록 채용 프로세스 전반을 관리하고 개선합니다.
• Employer Branding 활동을 기획 및 운영합니다.
• 신규 입사자 온보딩 프로그램을 기획 및 운영합니다.",,,,"건강검진지원, 자기계발지원, 식대지원, 51~300명, 누적투자100억이상, 설립3년이하, 스톡옵션, 연봉상위6~10%, 인원 급성장",상시채용,"신속 간결한 스타일, 결과 중심 질문, 천천히 기다려준 편, 집중하기 좋은 환경",서울 성동구,넥스트챕터(NextChapter)
