채용공고명,포지션 상세,주요 업무,자격 요건,우대사항,혜택 및 복지,채용 전형,태그,마감일,면접리뷰,회사위치,회사명
Functional Safety Engineer (Hardware),"We are looking for the best

Functional Safety Engineer는 42dot의 자율주행 기술이 구현되는 차량 및 시스템을 분석하여 기능 안전 목표를 설정하고 안전 분석을 기반으로 한 안전 요구사항 및 설계를 도출하는 업무를 담당합니다. 더불어 기능 안전 표준 개발 절차와 방법을 준수하도록 제품 개발을 지원하고 평가하여 안전성이 확보된 자율 주행 차량이 개발될 수 있도록 합니다.","• 차량 및 자율주행 시스템의 기능 안전 활동을 계획하고 실행
• 차량 및 자율주행 시스템, 하드웨어에 대한 안전 분석(e.g. FMEA, FTA, FMEDA)
• 안전 분석에 근거한 하드웨어 안전 요구사항 및 설계 도출
• 차량 및 자율주행 시스템의 위험 요소 및 고장 시나리오의 식별
• 개발 및 검증팀과의 기술 미팅 진행 및 참여
• 기능 안전 프로세스, 활동 및 수행 방법에 대한 개발팀 지원 및 가이드
• 자율주행 안전 관련 매뉴얼 및 지침 개발
• 자율주행의 기능 안전 관련 기술 센싱","• 차량 및 자율주행 시스템의 기능 안전 활동을 계획하고 실행
• 차량 및 자율주행 시스템, 하드웨어에 대한 안전 분석(e.g. FMEA, FTA, FMEDA)
• 안전 분석에 근거한 하드웨어 안전 요구사항 및 설계 도출
• 차량 및 자율주행 시스템의 위험 요소 및 고장 시나리오의 식별
• 개발 및 검증팀과의 기술 미팅 진행 및 참여
• 기능 안전 프로세스, 활동 및 수행 방법에 대한 개발팀 지원 및 가이드
• 자율주행 안전 관련 매뉴얼 및 지침 개발
• 자율주행의 기능 안전 관련 기술 센싱",,,,"유망산업, 식대지원, 건강검진지원, 커피·스낵바, 장비지원, 자기계발지원, 301~1,000명, 설립4~9년, 연봉상위2~5%, AI 선도 기업, 인원 급성장, 누적투자100억이상",상시채용,"신속 간결한 스타일, 과정 중심 질문, 진중/칼같은 스타일, 자유롭고 편한 환경",경기 용인시,포티투닷(42dot)
LNG 기계 엔지니어,"• GS EPS 경력직 상시채용
• 다양한 직무 전문가가 모여 친환경 발전의 미래를 만듭니다.","• LNG 발전소 기계설비 진단
• 정비계획 수립 및 수행
• 경상 및 돌발 복구 정비
• 기계 엔지니어링 업무(설비개선)","• LNG 발전소 기계설비 진단
• 정비계획 수립 및 수행
• 경상 및 돌발 복구 정비
• 기계 엔지니어링 업무(설비개선)",,,,"연봉상위1%, 51~300명, 퇴사율6~10%, 인원 급성장, 설립10년이상",상시채용,,충남,지에스이피에스(GS EPS)
기구설계 엔지니어,"에이블랩스 소개


에이블랩스의 미션

에이블랩스는 실험 자동화를 통해 전 세계 모든 연구자들이 연구에 집중할 수 있도록 하고, 나아가 그들의 연구를 보다 가치있게 만듭니다.



""실험 자동화를 통한 바이오 연구의 혁신""


‘실험 자동화를 통해 바이오 연구의 혁신을 이끌어나갈 선구자가 되고 싶다!’

‘뛰어난 동료들과 함께 새로운 성과를 만들어보고 싶다.’

‘일을 하는 시간은 즐거워야 한다.’

그렇다면, “The Lab of the Future”를 선도하는 에이블랩스(ABLE Labs)와 함께 여정을 시작해보세요!

에이블랩스의 핵심가치는 무엇일까요?

현재 전 세계 생물학자의 90% 이상이 수작업으로 실험을 진행하고 있습니다. 손으로 수 마이크로리터의 액체를 핸들링 하는 것은 과학적 결과에 재현성 문제를 야기합니다. 에이블랩스는 지능형 로봇을 통해 모든 연구자들이 쉽게 실험을 진행할 수 있도록 하고, 재현성 높은 데이터를 얻게 합니다. 반복적이고 복잡한 실험은 로봇이 대신하고, 연구자는 보다 가치 있는 연구에 집중할 수 있도록 하는 것을 핵심가치로 삼고 있습니다.

에이블랩스는 이런 동료를 찾고 있어요!

에이블랩스는 지금까지의 성장 노하우와 뛰어난 기술력을 바탕으로 바이오 실험을 Data 기반, Robotics 기반, Computation 기반의 Information Technology로 변화시키고자 합니다. 저희와 함께 미래 바이오 실험의 패러다임을 바꿔나갈 유능한 크루를 기다리고 있습니다. 첨단 바이오 산업의 미래에 연구자들이 보다 더 가치 있는 연구에 집중할 수 있도록 하고, 그들의 연구가 더욱 값진 결과를 얻어낼 수 있도록 도움을 줄 수 있는 도전적이고 열정 있는 분과 함께 하고 싶습니다.","• 바이오 실험 자동화 로봇 기구 설계 및 제작 관리
• 바이오 실험 자동화 로봇 핵심 모듈 설계 및 기능/성능 고도화
• 시스템 요구 사항 도출 및 로봇 기구 메커니즘 설계 및 제작
• 시뮬레이션 및 분석을 수행하여 설계 성능 검증
• 업계 표준 및 규정 준수 요구 사항 충족 여부 확인","• 바이오 실험 자동화 로봇 기구 설계 및 제작 관리
• 바이오 실험 자동화 로봇 핵심 모듈 설계 및 기능/성능 고도화
• 시스템 요구 사항 도출 및 로봇 기구 메커니즘 설계 및 제작
• 시뮬레이션 및 분석을 수행하여 설계 성능 검증
• 업계 표준 및 규정 준수 요구 사항 충족 여부 확인",,,,"커피·스낵바, 유망산업, 50명이하, 설립3년이하, 인원 급성장, 퇴사율5%이하",상시채용,,인천 연수구,에이블랩스
[대전]위성 탑재체 구조 설계 및 해석 엔지니어,"텔레픽스의 광기계연구팀은 우주급 시스템 광기계부 설계부터 분석, 조립, 정렬, 시험까지 수행하는 부서입니다.","• 위성 탑재체 구조 설계 및 해석
• 구조 시험(발사 환경 시험 등) 수행 및 결과 분석
• 도면 및 인터페이스, 절차서 작성 및 관리
• 탑재체의 지상 테스트를 위한 기계 부품 설계, 조립 및 시험","• 위성 탑재체 구조 설계 및 해석
• 구조 시험(발사 환경 시험 등) 수행 및 결과 분석
• 도면 및 인터페이스, 절차서 작성 및 관리
• 탑재체의 지상 테스트를 위한 기계 부품 설계, 조립 및 시험",,,,"FPGA, Verilog, VHDL, PCle, SATA, SERDES, GIS 시스템, ADC, GIS 분석",,,대전 유성구,텔레픽스
[대전]계산 최적화 엔지니어(신입가능),"[포지션 소개]
텔레픽스는 위성 광학 페이로드 기술의 선두주자로, 우주에서의 데이터 수집 및 분석을 위한 최첨단 솔루션을 제작하고 있습니다. 고급 계산 시스템과 최적화된 데이터 처리 알고리즘을 통해 위성 페이로드의 기능을 향상 시키는데 중점을 두고 있습니다.

1. 본 포지션에서는 아래의 업무들을 주도적으로 수행해주실 분들을 모시고 있습니다.
• 다양한 플랫폼(CPU, FPGA, GPU)에서 데이터 집약적 계산 알고리즘을 향상시키는 최신 컴퓨팅 엔진 개발에 중추적인 역할을 할 고도로 숙련된 계산 최적화 엔지니어를 찾고 있습니다.
• 컴퓨터 아키텍처, 컴파일러, 하드웨어 가속기, 운영 체제 및 펌웨어에 대한 깊은 이해와 펌웨어, 임베디드 하드웨어 및 소프트웨어 엔지니어링 팀과 효과적으로 소통하고 협력할 수 있는 능력을 요구합니다.

2. 본 포지션에서는 아래의 가치들을 제공해드릴 수 있습니다.
• 혁신적인 위성 광학 페이로드 기술 작업 기회
• 협력적이고 혁신적인 근무 환경
• 경력 성장 및 개발 기회","• LLVM, MLIR, CIRCT를 사용하여 CPU, FPGA, GPU에서 데이터 집약적 계산 알고리즘을 최적화하는 고급 인퍼런스 최적화 엔진을 설계 및 개발합니다.
• 시스템 성능과 효율성을 향상시키기 위해 컴퓨터 아키텍처, 컴파일러 및 하드웨어 가속기를 깊이 있게 연구합니다.
• 복잡한 계산 요구 사항을 효율적인 코드로 변환하기 위해 다양한 이해 관계자와 협력하며, 다양한 분야의 전문가들과 정보 격차를 해소하기 위한 지원 및 지침을 제공합니다.
• 최적화 엔진이 기존 시스템과 원활하게 통합되도록 펌웨어 및 임베디드 하드웨어 팀과 긴밀히 협력합니다.
• 계산 최적화, 고성능 컴퓨팅 및 관련 분야의 최신 개발 동향을 지속적으로 파악하여 시스템을 지속적으로 개선합니다.","• LLVM, MLIR, CIRCT를 사용하여 CPU, FPGA, GPU에서 데이터 집약적 계산 알고리즘을 최적화하는 고급 인퍼런스 최적화 엔진을 설계 및 개발합니다.
• 시스템 성능과 효율성을 향상시키기 위해 컴퓨터 아키텍처, 컴파일러 및 하드웨어 가속기를 깊이 있게 연구합니다.
• 복잡한 계산 요구 사항을 효율적인 코드로 변환하기 위해 다양한 이해 관계자와 협력하며, 다양한 분야의 전문가들과 정보 격차를 해소하기 위한 지원 및 지침을 제공합니다.
• 최적화 엔진이 기존 시스템과 원활하게 통합되도록 펌웨어 및 임베디드 하드웨어 팀과 긴밀히 협력합니다.
• 계산 최적화, 고성능 컴퓨팅 및 관련 분야의 최신 개발 동향을 지속적으로 파악하여 시스템을 지속적으로 개선합니다.",,,,"FPGA, Verilog, VHDL, PCle, SATA, SERDES, GIS 시스템, ADC, GIS 분석",,,대전 유성구,텔레픽스
Application Software Engineer,"자율주행은 우리의 삶에 영향을 미칠 금세기의 선도적인 기술 발전 중 하나입니다. Applied에서 여러분이 할 일은 세계 최고의 자치 팀들의 노력을 의미 있게 가속화할 것입니다. Applied에서는 업계 및 전 세계 주요 업체와 협력하면서, 첨단 기술 개발에 대한 독특한 시각을 갖게 됩니다.

Applied Intuition은 규모에 맞게 자율주행차를 안전하게 개발, 테스트 및 배치할 수 있는 소프트웨어 솔루션을 제공합니다. 이 회사의 시뮬레이션, 검증 및 드라이브 로그 관리 소프트웨어 제품군을 통해 개발 팀은 몇 분 만에 수천 개의 시나리오를 생성하고, 규모에 맞게 시뮬레이션을 실행하며, 프로덕션 구현을 위한 알고리즘을 검증 및 검증할 수 있습니다.

실리콘 밸리에 본사를 두고 로스앤젤레스, 디트로이트, 워싱턴 D.C., 뮌헨, 스톡홀름, 서울 및 도쿄에 지사를 둔 Applied는 최고의 글로벌 기업에서 경험을 쌓은 소프트웨어, 로봇 및 자동차 전문가로 구성되어 있습니다. 선도적인 자율성 프로그램과 상위 20개 글로벌 OEM 중 17개 업체는 Applied의 솔루션을 사용하여 자율성을 시장에 더 빨리 제공합니다.","(저희는 모든 수준의 경력자를 고용하고 있습니다.) 
 
Applied의 글로벌 고객을 위해 제품을 확장하고 적용하는 데 관심이 있는 우수한 소프트웨어 엔지니어를 찾고 있습니다. 

Applied의 애플리케이션 소프트웨어 엔지니어는 고유한 소프트웨어 전문 지식, 도메인 지식 및 실행 중심 사고 방식을 갖추고 있습니다.  

Applied의 애플리케이션 소프트웨어 엔지니어는 이러한 기술을 사용하여 자율 개발자와 긴밀하게 협력하여 Applied의 제품이 고객 자율성 이니셔티브를 발전시키는 데 최대의 효과를 제공할 수 있도록 보장합니다. 이는 제품 및 엔지니어링 전문 지식을 고객 중심의 문화와 결합하여 회사에 중요한 역할을 합니다.","(저희는 모든 수준의 경력자를 고용하고 있습니다.) 
 
Applied의 글로벌 고객을 위해 제품을 확장하고 적용하는 데 관심이 있는 우수한 소프트웨어 엔지니어를 찾고 있습니다. 

Applied의 애플리케이션 소프트웨어 엔지니어는 고유한 소프트웨어 전문 지식, 도메인 지식 및 실행 중심 사고 방식을 갖추고 있습니다.  

Applied의 애플리케이션 소프트웨어 엔지니어는 이러한 기술을 사용하여 자율 개발자와 긴밀하게 협력하여 Applied의 제품이 고객 자율성 이니셔티브를 발전시키는 데 최대의 효과를 제공할 수 있도록 보장합니다. 이는 제품 및 엔지니어링 전문 지식을 고객 중심의 문화와 결합하여 회사에 중요한 역할을 합니다.",,,,"의료비지원, 자기계발지원, 유급휴가, 식대지원, 50명이하, 설립3년이하, 인원 급성장",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",서울,어플라이드인튜이션코리아
Application Software Engineering Manager,"자율주행은 우리의 삶에 영향을 미칠 금세기의 선도적인 기술 발전 중 하나입니다. Applied에서 여러분이 할 일은 세계 최고의 자치 팀들의 노력을 의미 있게 가속화할 것입니다. Applied에서는 업계 및 전 세계 주요 업체와 협력하면서, 첨단 기술 개발에 대한 독특한 시각을 갖게 됩니다.

Applied Intuition은 규모에 맞게 자율주행차를 안전하게 개발, 테스트 및 배치할 수 있는 소프트웨어 솔루션을 제공합니다. 이 회사의 시뮬레이션, 검증 및 드라이브 로그 관리 소프트웨어 제품군을 통해 개발 팀은 몇 분 만에 수천 개의 시나리오를 생성하고, 규모에 맞게 시뮬레이션을 실행하며, 프로덕션 구현을 위한 알고리즘을 검증 및 검증할 수 있습니다.

실리콘 밸리에 본사를 두고 로스앤젤레스, 디트로이트, 워싱턴 D.C., 뮌헨, 스톡홀름, 서울 및 도쿄에 지사를 둔 Applied는 최고의 글로벌 기업에서 경험을 쌓은 소프트웨어, 로봇 및 자동차 전문가로 구성되어 있습니다. 선도적인 자율성 프로그램과 상위 20개 글로벌 OEM 중 17개 업체는 Applied의 솔루션을 사용하여 자율성을 시장에 더 빨리 제공합니다.","Applied의 글로벌 고객을 위해 제품을 확장하고 적용하는 데 관심이 있는 우수한 소프트웨어 엔지니어를 찾고 있습니다.

Applied의 애플리케이션 소프트웨어 엔지니어는 고유한 소프트웨어 전문 지식, 도메인 지식 및 실행 중심 사고 방식을 갖추고 있습니다.

Applied의 애플리케이션 소프트웨어 엔지니어는 이러한 기술을 사용하여 자율 개발자와 긴밀하게 협력하여 Applied의 제품이 고객 자율성 이니셔티브를 발전시키는 데 최대의 효과를 제공할 수 있도록 보장합니다. 이는 제품 및 엔지니어링 전문 지식을 고객 중심의 문화와 결합하여 회사에 중요한 역할을 합니다.","Applied의 글로벌 고객을 위해 제품을 확장하고 적용하는 데 관심이 있는 우수한 소프트웨어 엔지니어를 찾고 있습니다.

Applied의 애플리케이션 소프트웨어 엔지니어는 고유한 소프트웨어 전문 지식, 도메인 지식 및 실행 중심 사고 방식을 갖추고 있습니다.

Applied의 애플리케이션 소프트웨어 엔지니어는 이러한 기술을 사용하여 자율 개발자와 긴밀하게 협력하여 Applied의 제품이 고객 자율성 이니셔티브를 발전시키는 데 최대의 효과를 제공할 수 있도록 보장합니다. 이는 제품 및 엔지니어링 전문 지식을 고객 중심의 문화와 결합하여 회사에 중요한 역할을 합니다.",,,,"의료비지원, 자기계발지원, 유급휴가, 식대지원, 50명이하, 설립3년이하, 인원 급성장",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",서울,어플라이드인튜이션코리아
ROS2 기반 로보틱스 엔지니어 양성과정 전임강사,"• 목적 : ROS-2 기반 로보틱스 엔지니어 양성 교육 프로그램
• 교육생 수준 : 초급/입문과정
• 기간 : 올해 5월부터 시작 (근무 시작은 3월 중)
• 시간 : 주중 주간 진행
• 방법 : 비대면 수업 원칙(일부 대면 수업도 가능)
• 구분 : 계약직(1년 단위 계약, 최장 3년)","• 교육 과정 기획 및 교육 콘텐츠 개발 
• 교육생 강의","• 교육 과정 기획 및 교육 콘텐츠 개발 
• 교육생 강의",,,,"Python, C++, 로봇 프로그래밍, ROS",,,서울 강남구,스파크엑스
검사장비 전장설계 엔지니어,반도체/디스플레이/배터리 검사장비의 전장설계 및 전장외주관리 업무를 담당할 엔지니어를 모집합니다.,"• 전장회로 설계
• 전장 외주업체 업무관리","• 전장회로 설계
• 전장 외주업체 업무관리",,,,"Excel, AutoCAD, Solid Works",,,충남 천안시,머신앤비전
보안로직 IP 개발 엔지니어,"라닉스는 반도체 소프트웨어 융합기술을 바탕으로 최첨단의 비메모리 반도체 칩을 설계/개발하는 80명 규모의 강소기업 입니다.

2003년 설립되어 자동차와 사물인터넷의 핵심 기술인 무선 통신과 보안용 반도체 및 S/W, H/W 솔루션 등의 기술을 융합하여 사업화 하는 혁신융합기술 기업입니다. 2019년 코스닥시장에 상장하였고, 21년에는 중국지사를 설립하여 해외 시장의 기회도 넓혀 나가고 있습니다.

자율주행자동차를 완성하기 위한 필수 요소 중 하나인 V2X(Vehicle to Everyting) 통신 모뎀 기술을 국내 기업으로는 유일하게 개발하여 솔루션을 보유하고 있으며, IoT 산업의 발전을 위해 해결해야 하는 해킹 방어용 보안/인증 칩 솔루션을 선도적으로 개발 확보해 나가고 있습니다.

현재 자동차 전용 국내 표준 통신 프로토콜인 DSRC 모뎀은 2007년 상용화에 성공하여 하이패스 단말기에 통신 모뎀으로 장착되고 있으며, 현대기아자동차 및 벤츠, BMW 등에 장착되는 등 국내 Before Market의 90%를 점유하고 있습니다.
또한 레이다 기술을 이용한 CPD(Child Presence Detection)솔루션과, 개인화 응급 케어 서비스 제품(mPERS -mobile Personal Emergency Response System)을 개발하여 헬스케어 시장에도 진입 하고 있으며, MCU와 보안칩 그리고 V2X통신을 통해 자율주행 시장을 선도하기 위해 노력 하고 있습니다.

라닉스는 in-cabin 센서기술, 통신, 반도체, 보안 기술이 융합된 전장용 반도체 솔루션 회사로 성장해 나가고 있습니다.",• 차량용 MCU 반도체 개발,• 차량용 MCU 반도체 개발,,,,"C, FPGA, SoC, Verilog, ORCAD, RTL 설계, RTL 검증",,,서울 강남구,라닉스
RTL Design Engineer,코아시아 그룹은 24년 동안 삼성전자와 협력해 온 시스템 반도체 비즈니스 파트너 입니다. 코아시아넥셀은 이러한 코아시아 그룹의 미래주역사업인 시스템 반도체 디자인 서비스 및 솔루션을 담당하고 있으며 삼성전자의 엑시노스 AP 와 자율주행 SoC 수주 등을 통해 기술력을 인정 받은 회사 입니다.,"• IP의 설계사양 결정 및 Block level 아키텍쳐 개발
• 논리회로 설계 및 검증
• Block Level Sanity Check 수행: Lint, CDC, Synthesis, EQ, ECO
• Block level SDC generation and verification (PT constraint)
• Block level UPF generation and verification (VC LP)
• PerfomanceProfiling, Power Estimation","• IP의 설계사양 결정 및 Block level 아키텍쳐 개발
• 논리회로 설계 및 검증
• Block Level Sanity Check 수행: Lint, CDC, Synthesis, EQ, ECO
• Block level SDC generation and verification (PT constraint)
• Block level UPF generation and verification (VC LP)
• PerfomanceProfiling, Power Estimation",,,,"C++, IP, 검증, SoC, Verilog, 반도체, UVM, SystemVerilog, RTL 설계, RTL 코딩, RTL 검증",,,서울 송파구,코아시아넥셀
Product QA Engineer,"JNPMEDI는 임상시험 데이터 관리 및 운영 효율화를 위한 SaaS 솔루션 Maven Clinical Cloud를 개발 및 서비스하고 있는 IT 스타트업 입니다.
저희는 제약·바이오 산업의 디지털 혁신을 선도하며, 신약 및 의료기기 개발 등을 위한 환자 중심적이고 비용 효율적인 임상시험을 지원하고 있습니다.

*Tech blog:","• Maven Clinical Clould 솔루션의 신규, 변경 제품 및 모듈에 대한 테스트 업무 수행합니다.
• Product Owner 일원으로 QA팀과 협업하여 제품 품질 개선을 위한 검토 및 분석, 개선 방안 기획합니다.
• 고객의 요구사항을 파악하여 제품이 나아갈 방향을 설정하고 개발팀과 협의 후 제품에 반영합니다.
• 출시된 제품을 분석하여 의도한 대로 사용되는지 확인한 후 학습한 내용을 제품에 다시 적용할 수 있도록 테스트합니다.
• 요구사항 및 UI / UX 설계를 이해하고 제품에 적절하게 적용되었는지 검토합니다.
• Test Case를 작성하고 단계별 기능 테스트 진행합니다.
• 테스트 과정에서 발생한 이슈, 결함에 대한 보고서를 작성합니다.
• 제품 개발 및 변경 프로젝트 참여 및 산출물을 관리합니다.","• Maven Clinical Clould 솔루션의 신규, 변경 제품 및 모듈에 대한 테스트 업무 수행합니다.
• Product Owner 일원으로 QA팀과 협업하여 제품 품질 개선을 위한 검토 및 분석, 개선 방안 기획합니다.
• 고객의 요구사항을 파악하여 제품이 나아갈 방향을 설정하고 개발팀과 협의 후 제품에 반영합니다.
• 출시된 제품을 분석하여 의도한 대로 사용되는지 확인한 후 학습한 내용을 제품에 다시 적용할 수 있도록 테스트합니다.
• 요구사항 및 UI / UX 설계를 이해하고 제품에 적절하게 적용되었는지 검토합니다.
• Test Case를 작성하고 단계별 기능 테스트 진행합니다.
• 테스트 과정에서 발생한 이슈, 결함에 대한 보고서를 작성합니다.
• 제품 개발 및 변경 프로젝트 참여 및 산출물을 관리합니다.",,,,"유망산업, 장비지원, 식대지원, 유급휴가, 커피·스낵바, 편의시설, 건강검진지원, 자유로운휴가, 51~300명, 설립4~9년, 누적투자100억이상, 연봉상위6~10%, 카카오벤처스, 인원 급성장, 통신비",상시채용,"신속 간결한 스타일, 간결 명확한 피드백, 친절/따뜻한 스타일, 캐주얼/편한 분위기",인천 연수구,제이앤피메디(JNPMEDI)
PLC 로직 개발 및 전장설계,"주식회사 더콘트롤은 10년 이상 산업 자동화 솔루션의 선도적인 공급업체로 많은 고객과 함께 성장하였습니다.
자동창고 및 물류 자동화설비의 개발 및 공급을 하고 있으며, 2차전지 및 IoT 부문으로 그 영역을 확대하고 있습니다.
지속적인 기술력 강화와 혁신을 통해 고객의 상상이 실현 될 수 있도록 더욱 성장하며 나갈 것입니다.","• 자동화설비 PLC 프로그램개발
• 서보제어
• 시운전 및 현장 셋업","• 자동화설비 PLC 프로그램개발
• 서보제어
• 시운전 및 현장 셋업",,,,"50명이하, 설립4~9년, 연봉상위6~10%, 인원 급성장, 유연근무",상시채용,,경기 고양시,더콘트롤
Functional Safety Engineer,"We are seeking a highly skilled and experienced Functional safety Engineer to join our team at the Gwanggyo office in Suwon-city. As a Functional Safety Engineer, you will be responsible for managing and securing functional safety related to Power System development, including Power Lift Gate, Power Frunk, Power Side Door and so on. You will play a crucial role in driving project success by overseeing the entire project lifecycle, ensuring adherence to project goals, and effectively communicating with global team members.","- Collaborate with cross-functional teams to define functional safety requirements for Power System.
- Conduct safety assessments and analysis to identify potential hazards, risks, and failure modes.
- Develop and implement safety concepts, strategies, and architectures to mitigate identified risks.
- Participate in the design and development of safety-critical systems, ensuring compliance with relevant safety standards (ISO 26262, Part 2, 4, 8_ASIL A).
- Perform safety analyses such as FMEA (Failure Modes and Effects Analysis), FTA (Fault Tree Analysis), and DFA (Dependent Failure Analysis).
- Define safety goals, requirements, and metrics for Power System.
- Create and maintain safety documentation, including safety cases, hazard analyses, and safety verification/validation plans.
- Collaborate with ECU supplier and System Engineering Team to ensure proper implementation of safety measures and requirements.
- Stay up-to-date with industry trends, best practices, and emerging safety standards to drive continuous improvement in functional safety practices.","- Collaborate with cross-functional teams to define functional safety requirements for Power System.
- Conduct safety assessments and analysis to identify potential hazards, risks, and failure modes.
- Develop and implement safety concepts, strategies, and architectures to mitigate identified risks.
- Participate in the design and development of safety-critical systems, ensuring compliance with relevant safety standards (ISO 26262, Part 2, 4, 8_ASIL A).
- Perform safety analyses such as FMEA (Failure Modes and Effects Analysis), FTA (Fault Tree Analysis), and DFA (Dependent Failure Analysis).
- Define safety goals, requirements, and metrics for Power System.
- Create and maintain safety documentation, including safety cases, hazard analyses, and safety verification/validation plans.
- Collaborate with ECU supplier and System Engineering Team to ensure proper implementation of safety measures and requirements.
- Stay up-to-date with industry trends, best practices, and emerging safety standards to drive continuous improvement in functional safety practices.",,,,FMEA,,,경기,피에이치에이에차
Analog / RF IC Full Custom layout 및 검증 엔지니어,"라닉스는 반도체 소프트웨어 융합기술을 바탕으로 최첨단의 비메모리 반도체 칩을 설계/개발하는 80명 규모의 강소기업 입니다.

2003년 설립되어 자동차와 사물인터넷의 핵심 기술인 무선 통신과 보안용 반도체 및 S/W, H/W 솔루션 등의 기술을 융합하여 사업화 하는 혁신융합기술 기업입니다. 2019년 코스닥시장에 상장하였고, 21년에는 중국지사를 설립하여 해외 시장의 기회도 넓혀 나가고 있습니다.

자율주행자동차를 완성하기 위한 필수 요소 중 하나인 V2X(Vehicle to Everyting) 통신 모뎀 기술을 국내 기업으로는 유일하게 개발하여 솔루션을 보유하고 있으며, IoT 산업의 발전을 위해 해결해야 하는 해킹 방어용 보안/인증 칩 솔루션을 선도적으로 개발 확보해 나가고 있습니다.

현재 자동차 전용 국내 표준 통신 프로토콜인 DSRC 모뎀은 2007년 상용화에 성공하여 하이패스 단말기에 통신 모뎀으로 장착되고 있으며, 현대기아자동차 및 벤츠, BMW 등에 장착되는 등 국내 Before Market의 90%를 점유하고 있습니다.
또한 레이다 기술을 이용한 CPD(Child Presence Detection)솔루션과, 개인화 응급 케어 서비스 제품(mPERS -mobile Personal Emergency Response System)을 개발하여 헬스케어 시장에도 진입 하고 있으며, MCU와 보안칩 그리고 V2X통신을 통해 자율주행 시장을 선도하기 위해 노력 하고 있습니다.

라닉스는 in-cabin 센서기술, 통신, 반도체, 보안 기술이 융합된 전장용 반도체 솔루션 회사로 성장해 나가고 있습니다.","※ 주요업무
• Analog / RF IC Full Custom layout 및 verification

※ 전형절차
서류검토 ＞ 실무면접 ＞ 임원면접 ＞ 최종합격","※ 주요업무
• Analog / RF IC Full Custom layout 및 verification

※ 전형절차
서류검토 ＞ 실무면접 ＞ 임원면접 ＞ 최종합격",,,,"C, FPGA, SoC, Verilog, ORCAD, RTL 설계, RTL 검증",,,서울 강남구,라닉스
RF 트랜시버 칩 설계 엔지니어,"라닉스는 반도체 소프트웨어 융합기술을 바탕으로 최첨단의 비메모리 반도체 칩을 설계/개발하는 80명 규모의 강소기업 입니다.

2003년 설립되어 자동차와 사물인터넷의 핵심 기술인 무선 통신과 보안용 반도체 및 S/W, H/W 솔루션 등의 기술을 융합하여 사업화 하는 혁신융합기술 기업입니다. 2019년 코스닥시장에 상장하였고, 21년에는 중국지사를 설립하여 해외 시장의 기회도 넓혀 나가고 있습니다.

자율주행자동차를 완성하기 위한 필수 요소 중 하나인 V2X(Vehicle to Everyting) 통신 모뎀 기술을 국내 기업으로는 유일하게 개발하여 솔루션을 보유하고 있으며, IoT 산업의 발전을 위해 해결해야 하는 해킹 방어용 보안/인증 칩 솔루션을 선도적으로 개발 확보해 나가고 있습니다.

현재 자동차 전용 국내 표준 통신 프로토콜인 DSRC 모뎀은 2007년 상용화에 성공하여 하이패스 단말기에 통신 모뎀으로 장착되고 있으며, 현대기아자동차 및 벤츠, BMW 등에 장착되는 등 국내 Before Market의 90%를 점유하고 있습니다.
또한 레이다 기술을 이용한 CPD(Child Presence Detection)솔루션과, 개인화 응급 케어 서비스 제품(mPERS -mobile Personal Emergency Response System)을 개발하여 헬스케어 시장에도 진입 하고 있으며, MCU와 보안칩 그리고 V2X통신을 통해 자율주행 시장을 선도하기 위해 노력 하고 있습니다.

라닉스는 in-cabin 센서기술, 통신, 반도체, 보안 기술이 융합된 전장용 반도체 솔루션 회사로 성장해 나가고 있습니다.","※ 주요업무
• RF 칩 설계 (LNA, MIXER, FILTER, DA, PA, PLL)

※ 전형절차
서류검토 ＞ 실무면접 ＞ 임원면접 ＞ 최종합격","※ 주요업무
• RF 칩 설계 (LNA, MIXER, FILTER, DA, PA, PLL)

※ 전형절차
서류검토 ＞ 실무면접 ＞ 임원면접 ＞ 최종합격",,,,"C, FPGA, SoC, Verilog, ORCAD, RTL 설계, RTL 검증",,,서울 강남구,라닉스
